,Gene.Name,Gene.products,agg,moundUp,cellCycle,stream_down,stream_up,tight_down,tight_up,rib
DDB_G0289335,DDB_G0289335,"Metalloendopeptidase OMA1, mitochondrial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289337,DDB_G0289337,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289339,med21,putative mediator complex subunit 21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289341,DDB_G0289341,MIZ-type zinc finger-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289343,sgkD,sphingosine kinase related protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289345,DDB_G0289345,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289347,DDB_G0289347,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289349,DDB_G0289349,patatin family protein,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0289351,DDB_G0289351,EGF-like domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289353,cox11,cytochrome c oxidase assembly protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289379,syn1A,"t-SNARE family protein, putative syntaxin 1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289355,DDB_G0289355,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289327,sevA,severin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289357,DDB_G0289357,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289359,DDB_G0289359,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289331,abcG16,ABC transporter G family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289329,dmtA,"des-methyl-DIF-1 methyltransferase, O-methyltransferase family 2 protein",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289381,DDB_G0289381,FNIP repeat-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295675,DDB_G0295675,"putative transmembrane protein, leucine-rich repeat-containing protein (LRR), agglutinin domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289361,csn2,"proteasome component region PCI (PINT) domain-containing protein, COP9 signalosome complex subunit 2",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289363,DDB_G0289363,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289365,gghB,"peptidase C26 family protein, gamma-glutamyl hydrolase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289367,agnE,argonaut-like protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289385,DDB_G0289385,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289369,DDB_G0289369,UBX domain-containing protein 14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289371,copG,"adaptin N-terminal domain-containing protein, coatomer protein complex gamma subunit",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295243,tRNA-Lys-UUU-17,lysine transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295279,tRNA-Asp-GUC-20,aspartic acid transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289387,DDB_G0289387_RTE,TRE5-B ORF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289441,DDB_G0289441_RTE,TRE5-B ORF2 fragment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289389,dtfA,cell surface protein DTFA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289395,crlB,"cAMP receptor-like protein, G-protein-coupled receptor (GPCR) family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0289397,DDB_G0289397,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289433,DDB_G0289433_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289399,DDB_G0289399,EGF-like domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289435,arrF,"ADP-ribosylation factor-related, ARF-related",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295623,rnu2d,"snRNA, small nuclear RNA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289401,DDB_G0289401,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289403,DDB_G0289403,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289437,DDB_G0289437,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289405,DDB_G0289405_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289407,DDB_G0289407,deoxyribonuclease II family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289409,DDB_G0289409,putative polycystin-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295245,tRNA-Lys-UUU-18,lysine transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289411,DDB_G0289411,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289413,DDB_G0289413,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289415,DDB_G0289415,Pescadillo homolog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289439,DDB_G0289439,"putative protein kinase C inhibitor, histidine triad (HIT) family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289427,DDB_G0289427,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289419,DDB_G0289419_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289391,pkiA,"putative protein kinase C inhibitor, histidine triad (HIT) family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289421,DDB_G0289421,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289429,lmnB,lamin-like protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289393,psiH,PA14 domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289423,DDB_G0289423,putative phosphate exporter 4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289443,DDB_G0289443,peptidoglycan-binding lysin domain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289445,prmt2,protein arginine methyltransferase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289451,tmem167,TMEM167 family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289453,DDB_G0289453,"putative small nuclear ribonucleoparticle-associated protein, LSM (like-Sm) domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289455,DDB_G0289455,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289457,DDB_G0289457,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289449,ubqF,ubiquitin F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289459,DDB_G0289459,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289461,DDB_G0289461,"endonuclease/exonuclease/phosphatase domain-containing protein, putative CCR4-NOT complex subunit 6",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289463,srr,serine racemase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289465,DDB_G0289465,Mitochondrial distribution and morphology protein 32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289467,DD8-14,AAA ATPase domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289479,swp1,dolichyl-diphosphooligosaccharide-protein glycotransferase subunit Swp1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289469,DDB_G0289469,putative ribosomal protein S15P,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289471,auh,"enoyl-CoA hydratase/isomerase domain-containing protein, methylglutaconyl-CoA hydratase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289473,DDB_G0289473,"P-type ATPase, Ca2+-ATPase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289475,sdhaf1A,putative mitochondrial succinate dehydrogenase assembly factor 1A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289477,rmp,"RNA polymerase II subunit 5-mediating protein, unconventional prefoldin RPB5 interactor",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0294611,DDB_G0294611,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289447,myoH,myosin-H heavy chain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289483,ctxA,actin bundling protein cortexillin I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289491,DDB_G0289491,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289493,DDB_G0289493,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289495,DDB_G0289495,vacuolar sorting protein 9 domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289497,DDB_G0289497,unknown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289481,glnS,"glutamine-tRNA ligase, glutaminyl-tRNA synthetase, vegetative specific protein H4",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289499,lsm7,"LSM (like-Sm) domain-containing protein, putative U6 small nuclear ribonucleoparticle-associated protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289501,cdc40,"WD40 repeat-containing protein, putative RNA splicing factor",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289529,DDB_G0289529,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289503,DDB_G0289503_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289525,act30_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0289505,act24,actin,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0289507,act25,actin,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289533,act27,actin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289509,act36_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289511,act28,"actin, polyphosphate kinase component, poly P kinase component",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289487,act3,actin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289489,act18,actin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289485,vacA,"vacuolin A, prohibitin domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289513,rfa1,putative replication factor A DNA-binding subunit,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0289541,vasP,vasodilator-stimulated phosphoprotein,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289515,pigS,"phosphatidylinositol glycan, class S",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289535,cog5,oligomeric Golgi complex component,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289517,DDB_G0289517,unknown,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0289519,DDB_G0289519,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0289537,DDB_G0289537,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0289521,srsA,starvation responsive small protein,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0289527,DDB_G0289527,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289523,copZa,"clathrin adaptor complex, small chain family protein, coatomer protein complex zeta subunit",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289539,DDB_G0289539,"Acyl-CoA synthetase family member 3, mitochondrial",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289543,ndrD,NDR/LATS-related kinase NdrD,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0289545,DDB_G0289545,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289547,DDB_G0289547,"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289549,DDB_G0289549,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289551,DDB_G0289551,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289553,act1,actin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289555,arkA,"ankyrin repeat-containing protein, PKC domain-containing protein, PE/DAG binding, GRAM domain-containing protein, protein kinase, TKL group, tyrosine kinase-like protein, ARK family protein kinase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289557,DDB_G0289557,peptidase C48 family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289561,DDB_G0289561,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0289563,mlcC,myoC light chain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295247,tRNA-Pro-UGG-13,proline transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289567,DDB_G0289567_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289571,DDB_G0289571,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289577,DDB_G0289577,"leucine-rich repeat-containing protein (LRR), cyclin-like F-box containing protein",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289579,DDB_G0289579,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295277,tRNA-Pro-UGG-14,proline transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289575,DDB_G0289575,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0289573,DDB_G0289573,enhance of yellow 2 homolog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289591,DDB_G0289591,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289593,tufM,"elongation factor Tu domain-containing protein, small GTP-binding protein domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289587,DDB_G0289587,RNA polymerase I-specific transcription initiation factor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289595,prpf31,pre-mRNA processing factor 31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0304961,tmem184E,transmembrane protein 184E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289585,DDB_G0289585,"filamin/ABP280 repeat-containing protein, leucine-rich repeat-containing protein (LRR)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289583,DDB_G0289583,DUF814 family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289581,DDB_G0289581,GCN5-related N-acetyltransferase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289651,gtaO,"putative GATA-binding transcription factor, GATA zinc finger domain-containing protein 15",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289599,comA,comitin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289601,pikE,phosphatidylinositol 3-kinase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289635,DDB_G0289635,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289603,DDB_G0289603,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289605,fmoC,"flavin-containing monooxygenase, dimethylaniline monooxygenase [N-oxide-forming]",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0289607,DDB_G0289607,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289609,DDB_G0289609,"putative acetoin dehydrogenase, CBS (cystathionine-beta-synthase) domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289611,usp40,"peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289613,gefAA,"leucine-rich repeat-containing protein (LRR), Ras guanine nucleotide exchange factor",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289615,DDB_G0289615,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289617,DDB_G0289617,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289637,DDB_G0289637,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289641,DDB_G0289641,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289619,DDB_G0289619_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289621,DDB_G0289621,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289623,pex11,"transmembrane protein, peroxisomal biogenesis factor 11, peroxin 11",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289625,DDB_G0289625,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289627,DDB_G0289627,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289629,DDB_G0289629,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0289643,DDB_G0289643,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289631,DDB_G0289631_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289645,pemtB,"phospholipid methyltransferase family protein, phosphatidylethanolamine N-methyltransferase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289647,DDB_G0289647_ps,pseudogene,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
DDB_G0289649,DDB_G0289649,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289793,DDB_G0289793_RTE,TRE5-B ORF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295249,tRNA-Val-UAC-3,valine transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289655,abcG7,ABC transporter G family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0289657,abcG4,ABC transporter G family protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289669,DDB_G0289669,Protein FAM10A5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289671,DDB_G0289671,alpha/beta hydrolase fold-1 domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289673,DDB_G0289673,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
DDB_G0289675,adprh,ADP-ribosylarginine hydrolase,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289783,DDB_G0289783_ps,pseudogene,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289677,hbx14,homeobox transcription factor Hbx14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289665,gefQ,Ras guanine nucleotide exchange factor Q,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289679,DDB_G0289679,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289681,DDB_G0289681,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289683,DDB_G0289683,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289685,DDB_G0289685,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289795,DDB_G0289795,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289687,DDB_G0289687,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289787,DDB_G0289787,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289689,DDB_G0289689,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289691,DDB_G0289691,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295275,tRNA-Lys-UUU-19,lysine transfer RNA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289693,DDB_G0289693,unknown,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289695,DDB_G0289695,transmembrane protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289697,DDB_G0289697,"FAD dependent oxidoreductase domain-containing protein, berberine domain-containing protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289653,noxA,superoxide-generating NADPH oxidase flavocytochrome A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289699,nola2,"ribosomal protein L7Ae, H/ACA RNP complex subunit 2",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289701,DDB_G0289701,"WD40-like domain-containing protein, ezrin/radixin/moesin C-terminal domain-containing protein, putative nucleoporin 214",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289703,DDB_G0289703,major facilitator superfamily protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289789,DDB_G0289789,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289705,DDB_G0289705,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289667,gefD,"RhoGAP domain-containing protein, Ras guanine nucleotide exchange factor",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289707,DDB_G0289707,"transmembrane protein, DUF125 family protein",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289791,drkA,tyrosine kinase-like protein DrkA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289709,drkB,tyrosine kinase-like protein DrkB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289711,morg1,"WD40 repeat-containing protein, mitogen-activated protein kinase organizer 1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289713,DDB_G0289713,SAP DNA-binding domain-containing protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289715,DDB_G0289715,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289717,DDB_G0289717,B-box zinc finger-containing protein/FNIP repeat-containing protein,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
DDB_G0289719,DDB_G0289719,SFRS2-interacting protein,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0289721,ap2s1,"adaptor-related protein complex 2, sigma 1 subunit, sigma adaptin",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDB_G0295625,rnu5a,"snRNA, small nuclear RNA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
